R,G,B,index
48,26,13,1
6,16,27,1
15,2,45,1
73,79,74,1
74,28,1,1
20,21,57,1
67,11,37,1
11,45,16,1
60,4,85,1
69,28,27,1
43,57,37,1
40,81,74,1
23,62,2,1
32,78,45,1
47,36,16,1
76,83,51,1
82,41,37,1
63,47,0,1
65,22,47,1
64,53,23,1
35,17,63,1
72,15,34,1
31,16,65,1
66,29,63,1
76,15,64,1
24,6,18,1
36,58,22,1
75,43,43,1
22,7,26,1
78,79,27,1
34,70,36,1
31,0,35,1
14,21,76,1
5,53,18,1
18,75,67,1
21,45,82,1
7,19,68,1
67,37,68,1
62,37,72,1
71,77,24,1
7,43,10,1
58,41,85,1
10,30,43,1
5,10,22,1
52,62,27,1
19,26,65,1
1,68,59,1
59,30,39,1
5,40,39,1
55,83,20,1
32,27,41,1
69,42,20,1
23,28,10,1
28,47,9,1
4,52,47,1
52,80,25,1
81,52,42,1
51,12,11,1
5,16,60,1
72,76,83,1
72,70,74,1
10,59,29,1
56,0,37,1
50,1,2,1
48,20,38,1
61,3,30,1
56,54,68,1
81,17,48,1
16,67,45,1
36,27,58,1
52,62,57,1
37,26,36,1
71,55,50,1
47,4,30,1
66,49,78,1
60,19,61,1
63,12,36,1
84,18,40,1
30,37,13,1
29,34,83,1
14,66,13,1
54,44,34,1
69,0,62,1
84,47,78,1
0,68,49,1
1,83,70,1
0,4,7,1
82,3,79,1
14,22,77,1
5,1,35,1
6,70,52,1
15,51,5,1
69,65,77,1
18,10,66,1
60,22,9,1
54,57,22,1
6,31,63,1
68,39,55,1
23,73,9,1
2,25,31,1
38,31,60,1
37,23,36,1
9,75,77,1
62,75,48,1
12,50,82,1
63,32,62,1
81,7,33,1
76,81,83,1
13,57,70,1
10,80,37,1
16,36,66,1
71,55,66,1
10,48,60,1
45,59,26,1
47,75,32,1
28,37,72,1
52,77,53,1
83,33,72,1
43,54,68,1
76,73,32,1
46,9,77,1
13,71,77,1
22,42,39,1
28,40,44,1
49,11,78,1
5,46,71,1
63,5,5,1
80,74,46,1
2,58,69,1
63,44,17,1
1,53,26,1
43,49,81,1
52,33,67,1
21,27,83,1
48,44,73,1
72,16,42,1
68,61,9,1
0,29,79,1
61,67,71,1
20,35,73,1
64,12,26,1
66,24,36,1
16,26,16,1
40,4,45,1
62,3,19,1
40,58,55,1
17,85,75,1
60,76,46,1
1,14,42,1
6,25,2,1
2,51,55,1
29,29,10,1
85,43,60,1
62,51,13,1
8,78,33,1
2,75,53,1
12,1,79,1
72,6,60,1
18,27,15,1
24,85,24,1
38,63,12,1
48,85,62,1
25,22,34,1
79,84,18,1
57,45,21,1
44,0,43,1
82,34,81,1
13,48,50,1
8,58,7,1
6,81,47,1
21,1,65,1
32,48,53,1
60,58,9,1
66,46,62,1
48,73,16,1
28,6,22,1
33,68,28,1
33,31,61,1
33,2,21,1
33,44,78,1
0,34,1,1
33,5,65,1
4,85,53,1
52,68,39,1
33,37,83,1
79,30,11,1
53,12,81,1
20,52,13,1
57,53,61,1
50,1,32,1
7,35,9,1
48,59,11,1
22,9,84,1
13,65,43,1
49,11,11,1
72,72,72,1
1,7,12,1
84,31,41,1
58,30,45,1
60,75,65,1
69,72,35,1
55,27,70,1
3,37,63,1
59,47,77,1
23,29,39,1
45,20,12,1
21,81,83,1
63,24,1,1
82,16,72,1
9,48,4,1
52,34,85,1
31,6,14,1
80,30,4,1
19,19,21,1
59,19,34,1
48,50,0,1
20,70,59,1
58,45,35,1
4,77,27,1
80,11,52,1
53,30,22,1
76,54,28,1
27,54,51,1
51,43,58,1
20,4,25,1
56,76,30,1
47,7,85,1
36,65,33,1
66,37,11,1
0,68,26,1
35,72,81,1
43,29,30,1
13,4,12,1
35,73,80,1
47,68,52,1
68,40,21,1
49,57,45,1
40,79,7,1
46,27,55,1
84,53,6,1
62,5,49,1
46,21,68,1
55,46,49,1
68,82,71,1
13,63,68,1
59,55,56,1
37,48,22,1
40,50,11,1
7,13,21,1
42,24,1,1
56,47,37,1
1,63,14,1
51,52,178,2
5,35,208,2
10,53,211,2
43,36,226,2
26,28,221,2
1,24,175,2
29,66,230,2
85,7,201,2
48,6,201,2
21,21,173,2
40,71,197,2
3,19,250,2
74,77,197,2
54,82,238,2
80,18,186,2
64,79,237,2
33,5,185,2
81,84,242,2
7,78,224,2
67,3,176,2
26,16,186,2
9,40,197,2
27,11,173,2
82,36,173,2
80,43,182,2
4,34,184,2
77,62,234,2
14,42,236,2
2,23,192,2
33,20,203,2
57,39,197,2
50,76,219,2
77,65,222,2
13,43,240,2
38,84,246,2
63,13,217,2
53,44,242,2
27,17,250,2
34,76,175,2
2,19,213,2
76,84,238,2
73,84,247,2
75,22,192,2
41,33,208,2
0,59,187,2
79,47,235,2
70,36,242,2
7,62,173,2
26,19,247,2
43,47,215,2
76,33,194,2
70,50,173,2
2,14,235,2
10,62,193,2
12,67,188,2
38,45,230,2
52,12,210,2
18,78,182,2
16,41,244,2
79,34,249,2
61,26,208,2
22,61,250,2
1,1,250,2
27,59,206,2
59,53,239,2
74,22,188,2
18,0,246,2
1,48,230,2
37,57,243,2
53,45,177,2
18,74,214,2
12,35,217,2
73,65,244,2
65,64,243,2
23,59,181,2
49,0,188,2
70,61,255,2
16,82,238,2
21,7,247,2
39,68,213,2
8,79,181,2
33,81,233,2
12,64,178,2
36,57,171,2
84,60,234,2
59,4,188,2
63,77,207,2
12,43,227,2
77,4,205,2
11,48,190,2
31,0,221,2
42,68,219,2
9,9,237,2
32,41,240,2
50,70,240,2
71,39,184,2
68,3,181,2
36,21,252,2
13,57,211,2
40,52,219,2
44,0,242,2
3,71,183,2
36,2,240,2
57,57,254,2
16,16,206,2
21,34,213,2
15,61,247,2
63,77,251,2
26,62,206,2
75,34,175,2
72,5,246,2
27,62,254,2
63,55,197,2
77,24,227,2
30,71,186,2
23,20,235,2
23,16,226,2
74,23,217,2
18,5,182,2
25,78,185,2
50,22,223,2
20,9,202,2
22,36,176,2
47,85,249,2
31,44,196,2
46,46,230,2
61,15,211,2
19,23,243,2
20,29,227,2
80,80,200,2
25,11,232,2
28,72,220,2
23,23,223,2
32,68,210,2
75,13,174,2
0,32,188,2
10,71,181,2
68,7,235,2
45,83,225,2
6,36,177,2
56,7,186,2
9,79,207,2
76,75,254,2
13,10,171,2
65,47,255,2
5,2,210,2
2,53,234,2
38,75,223,2
65,83,208,2
34,7,172,2
24,22,253,2
46,26,197,2
71,83,192,2
3,27,249,2
60,58,201,2
70,3,244,2
72,16,203,2
16,69,250,2
38,27,193,2
44,7,221,2
5,38,232,2
10,28,224,2
30,78,182,2
75,5,242,2
36,21,219,2
31,9,173,2
9,12,223,2
73,8,191,2
73,28,184,2
3,41,252,2
79,57,174,2
4,60,253,2
17,49,230,2
38,23,174,2
25,22,203,2
60,47,178,2
33,67,236,2
85,40,189,2
85,17,218,2
54,78,218,2
74,20,239,2
24,6,229,2
34,2,209,2
43,47,246,2
24,80,172,2
14,79,210,2
48,71,252,2
81,22,181,2
53,20,251,2
64,71,215,2
22,35,238,2
25,16,184,2
67,67,197,2
14,4,221,2
55,56,179,2
69,28,195,2
45,28,221,2
82,3,224,2
64,54,179,2
30,0,178,2
29,57,242,2
26,66,248,2
60,62,212,2
25,18,195,2
60,58,239,2
76,7,225,2
29,40,200,2
47,6,235,2
77,12,233,2
0,84,198,2
5,33,193,2
9,63,250,2
8,6,241,2
53,48,194,2
27,5,174,2
58,55,212,2
68,70,213,2
43,76,228,2
72,23,219,2
83,33,185,2
61,70,189,2
23,26,186,2
72,19,241,2
24,31,206,2
60,17,230,2
25,35,182,2
11,3,206,2
0,46,196,2
39,15,207,2
26,35,190,2
21,52,248,2
26,71,188,2
4,85,230,2
30,82,237,2
0,9,182,2
28,59,172,2
73,77,172,2
30,61,254,2
46,14,229,2
57,9,183,2
19,73,209,2
55,33,222,2
72,69,201,2
42,8,210,2
51,42,173,2
50,4,249,2
51,29,249,2
27,35,210,2
69,11,199,2
75,70,254,2
50,31,241,2
54,54,233,2
81,10,174,2
27,61,174,2
83,12,219,2
58,54,245,2
23,67,173,2
38,67,238,2
54,40,240,2
2,69,196,2
43,13,171,2
53,27,180,2
36,2,201,2
13,8,234,2
67,25,197,2
5,66,250,2
76,11,227,2
80,65,197,2
28,76,181,2
33,19,182,2
54,77,232,2
49,5,196,2
40,78,232,2
37,46,212,2
56,14,253,2
32,80,217,2
28,12,228,2
76,3,183,2
49,25,249,2
66,31,199,2
25,73,228,2
26,22,234,2
0,6,254,2
63,73,250,2
67,17,180,2
27,3,174,2
4,3,248,2
40,78,199,2
29,54,252,2
57,69,240,2
26,10,184,2
49,48,200,2
17,55,200,2
26,42,195,2
81,42,174,2
3,53,216,2
22,51,222,2
5,66,218,2
2,30,241,2
55,69,221,2
82,83,226,2
85,12,217,2
77,5,212,2
69,31,236,2
45,9,210,2
35,53,237,2
84,18,178,2
46,23,230,2
72,85,255,2
50,80,198,2
1,51,227,2
30,24,246,2
51,22,205,2
29,18,191,2
22,69,222,2
44,28,249,2
51,59,183,2
63,8,191,2
42,7,197,2
64,79,202,2
41,50,218,2
8,56,204,2
64,6,218,2
85,28,178,2
85,27,233,2
25,57,206,2
53,31,209,2
73,77,247,2
47,24,222,2
47,80,215,2
47,43,234,2
51,11,192,2
54,62,255,2
20,51,219,2
43,23,192,2
27,1,253,2
80,4,189,2
25,80,254,2
8,28,183,2
15,84,213,2
68,11,174,2
45,35,174,2
68,44,175,2
9,56,222,2
10,79,203,2
35,16,221,2
42,38,238,2
28,2,230,2
42,0,255,2
33,39,208,2
38,21,218,2
68,36,248,2
70,48,240,2
13,0,200,2
71,35,218,2
61,66,212,2
67,10,216,2
73,21,173,2
29,28,228,2
68,33,251,2
22,37,193,2
45,73,211,2
46,52,242,2
69,68,223,2
47,22,212,2
80,54,215,2
13,61,211,2
47,31,206,2
2,42,198,2
29,17,213,2
18,37,172,2
83,55,188,2
46,11,198,2
22,51,193,2
47,24,238,2
55,70,191,2
64,56,255,2
83,26,212,2
32,9,251,2
21,41,216,2
53,11,204,2
63,15,228,2
42,85,228,2
9,16,246,2
33,57,223,2
79,33,242,2
50,1,180,2
0,75,199,2
3,22,247,2
12,81,229,2
56,55,228,2
17,50,213,2
25,72,209,2
53,11,192,2
47,14,251,2
68,49,174,2
70,35,187,2
50,32,210,2
26,40,182,2
0,76,183,2
40,43,245,2
6,26,217,2
70,16,238,2
24,11,191,2
75,58,210,2
71,1,192,2
62,79,172,2
54,59,224,2
59,9,203,2
71,42,253,2
39,20,206,2
42,85,198,2
50,72,208,2
12,9,205,2
0,71,191,2
77,32,242,2
83,12,221,2
21,81,177,2
27,23,213,2
46,50,236,2
22,12,204,2
19,40,193,2
74,83,185,2
54,68,231,2
60,43,252,2
34,23,245,2
63,72,199,2
80,29,246,2
44,76,181,2
69,4,227,2
52,62,207,2
70,80,239,2
0,10,223,2
27,52,250,2
80,67,231,2
23,58,238,2
25,22,213,2
11,80,178,2
38,78,183,2
57,25,192,2
85,61,248,2
46,46,212,2
66,80,185,2
44,38,206,2
19,83,181,2
40,26,237,2
33,76,237,2
16,40,236,2
71,72,189,2
39,58,229,2
44,8,190,2
71,46,251,2
30,18,232,2
30,29,231,2
64,5,216,2
23,23,227,2
33,70,192,2
4,15,176,2
79,10,212,2
53,64,177,2
4,0,195,2
49,75,181,2
8,19,255,2
19,76,217,2
7,38,178,2
6,7,182,2
0,64,232,2
48,5,210,2
19,64,219,2
28,5,237,2
20,10,199,2
6,11,198,2
54,28,251,2
4,2,243,2
30,81,179,2
39,42,171,2
9,66,209,2
12,41,220,2
6,6,212,2
9,45,222,2
50,81,184,2
34,50,238,2
24,1,226,2
32,10,253,2
63,10,243,2
66,22,193,2
14,58,253,2
36,57,198,2
44,66,226,2
70,49,209,2
66,56,179,2
79,7,193,2
16,23,241,2
49,18,215,2
1,23,240,2
42,63,225,2
48,23,199,2
29,69,193,2
29,11,209,2
82,77,202,2
36,29,245,2
76,29,235,2
27,85,189,2
75,85,188,2
67,13,255,2
49,6,214,2
39,62,173,2
67,67,239,2
2,85,255,2
9,51,234,2
65,39,181,2
84,78,239,2
43,7,215,2
68,36,204,2
67,56,237,2
13,29,197,2
61,8,236,2
19,81,202,2
34,41,177,2
27,4,215,2
2,85,253,2
29,35,222,2
2,13,241,2
69,37,247,2
73,69,229,2
0,48,246,2
66,28,176,2
66,43,211,2
46,55,230,2
14,62,252,2
50,68,188,2
69,79,173,2
24,58,215,2
33,9,209,2
48,24,245,2
79,59,221,2
51,11,248,2
82,57,211,2
31,33,186,2
82,51,220,2
72,40,218,2
63,54,216,2
27,71,242,2
81,2,218,2
13,45,196,2
45,62,182,2
78,20,218,2
40,13,174,2
72,39,199,2
28,81,187,2
76,42,219,2
50,7,241,2
76,67,250,2
64,59,244,2
54,53,224,2
17,20,245,2
27,80,196,2
21,85,245,2
75,24,222,2
79,14,213,2
43,1,252,2
38,25,202,2
69,61,195,2
10,62,192,2
15,51,196,2
43,62,231,2
81,13,221,2
19,15,222,2
17,64,191,2
11,27,251,2
17,35,222,2
75,64,193,2
37,24,220,2
65,11,210,2
59,27,180,2
39,69,247,2
6,76,229,2
85,18,231,2
31,14,221,2
0,50,226,2
81,23,191,2
4,25,182,2
29,47,189,2
48,28,238,2
69,43,249,2
13,68,199,2
9,57,228,2
28,74,194,2
29,62,211,2
29,55,176,2
42,24,251,2
28,20,172,2
5,64,175,2
6,67,204,2
38,68,208,2
68,69,218,2
65,55,231,2
33,81,223,2
58,54,174,2
67,7,203,2
27,15,235,2
79,25,231,2
2,20,251,2
7,59,175,2
15,26,221,2
45,64,173,2
2,80,217,2
2,85,218,2
24,18,252,2
31,33,226,2
69,66,235,2
23,84,217,2
39,21,180,2
65,75,245,2
71,45,198,2
28,11,206,2
21,22,247,2
42,85,181,2
81,76,188,2
31,48,200,2
51,51,196,2
6,80,178,2
63,42,250,2
46,68,190,2
62,84,199,2
38,12,185,2
9,47,230,2
19,44,236,2
31,53,187,2
82,7,231,2
51,51,253,2
72,23,235,2
42,79,225,2
22,79,231,2
81,59,253,2
17,18,229,2
67,25,194,2
32,55,241,2
19,80,193,2
17,44,180,2
77,15,198,2
10,35,181,2
35,8,175,2
40,61,196,2
7,28,218,2
31,1,189,2
42,12,202,2
45,72,195,2
58,37,173,2
7,41,185,2
69,72,202,2
36,41,234,2
42,1,184,2
32,55,225,2
77,4,230,2
11,56,245,2
43,56,210,2
9,60,178,2
69,69,196,2
56,57,227,2
46,46,217,2
78,48,205,2
71,2,253,2
9,12,245,2
34,43,225,2
9,33,219,2
19,29,187,2
58,11,178,2
29,34,209,2
11,33,174,2
49,45,205,2
71,11,245,2
6,3,231,2
71,21,252,2
23,71,252,2
50,16,192,2
83,73,237,2
11,81,171,2
74,62,234,2
60,2,252,2
63,1,237,2
62,74,223,2
49,46,221,2
50,48,237,2
75,54,176,2
29,18,181,2
19,74,194,2
3,52,207,2
3,25,215,2
74,51,202,2
6,6,194,2
40,0,198,2
12,6,186,2
70,48,196,2
61,10,210,2
83,46,186,2
16,58,206,2
34,67,254,2
55,84,215,2
45,75,223,2
22,69,223,2
28,9,223,2
15,19,241,2
51,14,193,2
0,54,177,2
74,67,253,2
34,37,243,2
7,42,250,2
57,58,177,2
78,19,220,2
0,72,178,2
39,21,184,2
76,8,245,2
67,74,209,2
51,72,214,2
30,53,203,2
83,47,201,2
83,28,247,2
77,83,241,2
32,62,194,2
48,42,181,2
52,80,233,2
50,75,204,2
24,45,243,2
11,41,178,2
2,1,234,2
75,26,243,2
52,70,173,2
37,25,235,2
52,20,178,2
39,21,242,2
67,14,246,2
44,15,206,2
80,79,240,2
18,38,239,2
33,5,179,2
59,78,227,2
72,13,247,2
34,18,196,2
48,53,244,2
70,33,173,2
51,46,238,2
77,44,191,2
11,1,208,2
41,67,175,2
27,55,237,2
8,65,200,2
74,50,213,2
9,32,251,2
36,15,227,2
48,11,199,2
50,61,173,2
65,83,183,2
54,56,232,2
84,39,184,2
56,73,236,2
77,9,235,2
37,8,237,2
32,40,238,2
33,78,255,2
2,70,235,2
13,1,190,2
19,44,197,2
25,26,222,2
66,14,253,2
68,53,218,2
71,49,212,2
85,19,186,2
67,32,212,2
0,47,247,2
37,52,239,2
52,81,233,2
23,39,186,2
38,53,193,2
80,37,245,2
24,43,213,2
17,43,228,2
10,84,243,2
74,68,230,2
49,55,199,2
21,15,178,2
52,70,215,2
78,55,171,2
6,42,223,2
6,82,172,2
64,85,214,2
23,77,212,2
48,23,182,2
41,60,185,2
23,19,195,2
70,1,232,2
32,73,225,2
34,74,222,2
55,30,237,2
85,53,250,2
50,19,203,2
55,27,229,2
33,53,240,2
60,37,199,2
16,19,194,2
8,32,233,2
13,51,189,2
68,22,196,2
52,78,246,2
79,33,219,2
69,52,235,2
72,30,237,2
47,11,233,2
12,2,192,2
80,30,205,2
5,70,188,2
64,51,208,2
58,46,241,2
8,47,222,2
62,29,191,2
2,58,194,2
64,72,224,2
85,77,177,2
69,21,199,2
64,8,243,2
22,62,249,2
78,71,197,2
33,51,209,2
73,0,229,2
58,13,236,2
73,19,249,2
46,20,213,2
80,77,242,2
52,5,180,2
37,48,219,2
64,21,223,2
81,48,218,2
9,29,208,2
27,60,247,2
22,78,184,2
46,34,216,2
25,1,181,2
44,40,205,2
8,71,189,2
20,19,215,2
44,76,172,2
30,28,243,2
10,77,212,2
75,85,174,2
69,58,178,2
22,3,205,2
58,32,228,2
60,27,179,2
60,47,249,2
74,4,185,2
81,11,213,2
27,83,200,2
57,32,255,2
70,53,195,2
66,7,213,2
54,64,191,2
64,54,249,2
40,79,242,2
39,21,181,2
35,36,190,2
7,48,203,2
6,14,182,2
65,47,248,2
35,75,203,2
2,63,227,2
73,72,179,2
32,80,216,2
44,74,203,2
55,70,228,2
27,9,199,2
69,82,202,2
6,57,245,2
61,48,234,2
10,15,234,2
84,9,239,2
73,38,216,2
30,8,223,2
43,29,251,2
61,1,222,2
51,8,215,2
19,9,191,2
31,46,202,2
55,80,239,2
33,1,220,2
4,71,176,2
20,26,198,2
47,85,234,2
70,73,189,2
53,37,186,2
35,26,214,2
59,35,208,2
57,27,213,2
81,14,251,2
58,19,193,2
80,45,255,2
63,40,207,2
15,47,249,2
60,8,174,2
12,58,245,2
71,77,223,2
79,40,182,2
59,75,236,2
28,24,211,2
32,57,250,2
60,3,212,2
75,50,243,2
49,47,223,2
81,28,191,2
17,61,253,2
58,60,203,2
11,37,238,2
75,46,183,2
56,50,224,2
69,7,222,2
9,54,253,2
36,45,229,2
32,42,196,2
41,65,223,2
35,74,205,2
9,28,232,2
48,33,199,2
61,15,206,2
54,40,218,2
58,57,190,2
38,56,235,2
66,84,251,2
36,20,221,2
16,43,230,2
22,18,210,2
0,11,212,2
33,60,183,2
28,46,246,2
82,35,249,2
41,66,224,2
55,42,224,2
35,70,227,2
38,50,199,2
56,4,237,2
80,51,185,2
67,67,225,2
62,63,171,2
24,35,212,2
45,68,241,2
15,49,184,2
13,2,247,2
65,57,200,2
11,29,201,2
62,22,231,2
11,51,247,2
26,50,186,2
85,83,255,2
75,23,208,2
52,58,211,2
19,35,220,2
23,59,223,2
73,82,232,2
31,71,188,2
30,76,249,2
44,51,210,2
85,9,201,2
61,72,227,2
6,9,202,2
60,49,214,2
84,58,219,2
73,69,210,2
13,45,192,2
58,39,182,2
83,80,224,2
2,68,229,2
6,16,210,2
20,1,195,2
21,22,205,2
56,0,250,2
27,35,175,2
71,42,245,2
4,41,211,2
14,64,175,2
52,27,174,2
5,54,177,2
22,73,235,2
32,72,249,2
42,60,253,2
20,40,239,2
51,16,211,2
16,62,224,2
47,84,198,2
10,66,247,2
20,31,248,2
1,41,225,2
44,84,248,2
54,78,250,2
67,38,183,2
83,11,217,2
24,56,206,2
30,54,207,2
5,8,251,2
76,12,192,2
82,6,225,2
3,26,199,2
61,85,194,2
228,70,241,3
241,8,227,3
179,51,209,3
177,48,229,3
224,21,246,3
225,64,172,3
239,63,250,3
235,4,250,3
243,28,176,3
238,77,194,3
202,83,246,3
191,47,238,3
239,65,217,3
192,0,221,3
238,20,226,3
181,5,195,3
221,53,191,3
212,47,213,3
243,6,180,3
206,22,234,3
204,46,191,3
239,32,181,3
221,50,219,3
171,11,185,3
195,7,231,3
187,21,222,3
179,67,180,3
171,53,211,3
181,6,213,3
215,17,227,3
198,34,173,3
222,9,196,3
254,24,207,3
190,57,224,3
241,58,198,3
225,33,175,3
215,84,204,3
222,0,197,3
175,6,243,3
248,51,226,3
192,0,239,3
243,71,227,3
190,14,224,3
208,69,217,3
227,54,205,3
192,56,180,3
247,21,189,3
250,8,225,3
232,58,196,3
192,56,252,3
233,12,211,3
175,20,203,3
239,85,247,3
208,73,204,3
206,22,218,3
182,18,231,3
247,8,189,3
202,85,216,3
203,48,216,3
223,28,235,3
204,13,180,3
235,49,213,3
221,42,230,3
228,35,247,3
249,71,214,3
196,62,185,3
212,69,238,3
207,80,233,3
235,26,189,3
235,41,221,3
215,62,177,3
206,4,171,3
187,59,197,3
235,72,238,3
219,31,225,3
175,27,198,3
186,79,217,3
232,38,255,3
208,35,174,3
184,45,249,3
215,16,229,3
179,65,239,3
208,26,213,3
242,83,230,3
177,83,255,3
242,38,234,3
183,65,233,3
200,77,214,3
215,60,206,3
179,71,250,3
188,75,254,3
212,82,183,3
217,40,223,3
236,61,242,3
201,39,208,3
229,56,176,3
245,62,187,3
233,60,252,3
212,14,211,3
197,5,215,3
201,74,175,3
251,18,225,3
221,24,189,3
223,10,205,3
250,13,231,3
248,73,201,3
212,51,236,3
219,61,178,3
235,56,187,3
205,1,201,3
192,85,183,3
187,26,172,3
242,46,209,3
185,64,172,3
188,67,225,3
235,5,231,3
253,44,223,3
175,44,225,3
205,62,202,3
237,74,184,3
253,20,214,3
239,23,239,3
178,28,219,3
188,16,251,3
223,25,229,3
204,35,213,3
177,54,227,3
209,7,172,3
222,35,205,3
185,84,251,3
245,40,197,3
187,38,216,3
250,1,243,3
186,45,219,3
196,8,230,3
197,53,215,3
209,57,243,3
220,50,226,3
210,53,221,3
207,45,244,3
190,38,171,3
207,15,255,3
188,71,201,3
253,16,195,3
249,82,232,3
244,24,180,3
210,80,215,3
223,76,219,3
214,34,210,3
193,21,249,3
177,36,233,3
191,56,236,3
229,28,203,3
175,82,183,3
246,8,179,3
213,7,252,3
236,29,223,3
171,17,230,3
197,10,246,3
238,48,233,3
205,63,208,3
245,32,238,3
238,37,188,3
172,84,198,3
184,0,172,3
234,66,230,3
219,21,221,3
217,16,253,3
199,4,241,3
243,28,218,3
205,71,225,3
175,66,223,3
225,70,237,3
205,85,254,3
250,55,182,3
247,7,241,3
196,83,215,3
227,5,251,3
195,13,182,3
229,60,205,3
245,12,255,3
197,48,216,3
236,83,183,3
171,46,171,3
205,83,173,3
174,80,180,3
190,77,185,3
197,80,244,3
188,8,248,3
178,21,173,3
178,10,196,3
199,8,237,3
199,68,178,3
240,59,246,3
209,72,226,3
229,76,254,3
190,31,224,3
205,80,225,3
181,28,176,3
233,47,214,3
214,43,181,3
240,34,211,3
199,36,188,3
226,2,248,3
236,20,244,3
243,40,206,3
204,42,175,3
193,27,199,3
233,65,210,3
242,10,185,3
236,3,174,3
213,31,180,3
251,5,236,3
190,5,187,3
205,81,179,3
216,14,226,3
206,52,196,3
243,57,192,3
205,15,252,3
196,68,200,3
217,32,218,3
171,3,205,3
236,11,244,3
203,79,244,3
209,74,207,3
215,46,249,3
223,63,192,3
242,8,245,3
188,85,202,3
208,48,245,3
251,59,178,3
229,63,236,3
200,12,242,3
193,22,175,3
195,33,198,3
251,25,175,3
228,69,202,3
236,73,185,3
238,59,183,3
230,18,202,3
254,11,250,3
239,1,228,3
176,57,225,3
244,52,247,3
188,19,201,3
250,22,232,3
192,81,201,3
173,39,197,3
237,14,179,3
176,5,200,3
189,21,210,3
210,31,226,3
241,56,193,3
200,33,186,3
218,39,187,3
175,23,202,3
205,64,241,3
233,14,238,3
199,21,235,3
251,44,175,3
176,77,203,3
191,50,171,3
197,50,223,3
196,63,226,3
184,46,229,3
218,44,200,3
236,31,214,3
242,83,213,3
191,73,205,3
219,30,174,3
171,32,224,3
189,58,204,3
186,22,182,3
221,67,173,3
197,63,229,3
211,15,191,3
214,24,234,3
174,35,180,3
188,76,198,3
237,16,216,3
174,26,244,3
198,57,253,3
247,66,174,3
220,56,217,3
173,16,186,3
218,13,234,3
236,78,198,3
238,14,184,3
172,1,224,3
223,58,195,3
187,56,255,3
203,45,244,3
201,8,201,3
191,13,193,3
193,6,199,3
242,11,234,3
232,16,232,3
177,69,212,3
245,32,221,3
183,14,241,3
190,57,245,3
185,83,248,3
200,47,173,3
202,43,181,3
233,75,246,3
182,77,232,3
190,2,222,3
244,69,210,3
204,57,229,3
202,29,193,3
181,8,247,3
212,6,247,3
224,7,178,3
189,34,199,3
187,75,234,3
200,25,174,3
236,1,187,3
215,57,195,3
223,67,197,3
188,81,229,3
210,34,189,3
171,9,250,3
211,45,192,3
240,67,247,3
233,17,216,3
254,34,178,3
197,43,226,3
177,45,218,3
235,46,250,3
232,1,244,3
218,4,229,3
200,27,186,3
230,68,228,3
201,55,194,3
230,84,209,3
181,1,206,3
186,32,239,3
238,81,250,3
232,11,241,3
191,4,186,3
177,74,186,3
254,10,227,3
190,55,225,3
225,71,222,3
180,49,236,3
209,50,193,3
217,69,194,3
211,42,236,3
246,56,215,3
250,79,202,3
249,50,223,3
222,19,228,3
230,68,178,3
236,53,172,3
196,0,178,3
184,53,254,3
223,23,241,3
223,16,247,3
229,83,232,3
189,25,214,3
225,82,187,3
241,77,196,3
190,20,214,3
227,2,223,3
196,36,202,3
248,62,242,3
241,55,208,3
246,60,184,3
186,59,238,3
172,14,212,3
254,4,185,3
244,1,213,3
186,27,193,3
185,64,178,3
204,35,177,3
229,6,205,3
199,55,252,3
193,33,239,3
189,85,191,3
173,16,246,3
208,59,224,3
251,74,176,3
198,36,210,3
224,35,220,3
246,4,227,3
205,3,249,3
232,37,180,3
178,20,241,3
196,77,255,3
240,62,193,3
248,64,212,3
181,69,188,3
254,70,182,3
180,42,239,3
176,35,210,3
249,78,188,3
172,7,172,3
250,14,226,3
235,29,177,3
220,72,195,3
174,21,236,3
198,16,180,3
192,41,228,3
214,22,174,3
214,35,199,3
209,57,253,3
215,11,231,3
188,68,238,3
196,78,173,3
213,70,252,3
197,56,188,3
218,22,176,3
245,38,177,3
199,85,189,3
196,56,247,3
203,50,171,3
202,13,179,3
198,66,220,3
236,46,216,3
219,19,245,3
244,71,178,3
246,55,245,3
220,12,186,3
193,78,180,3
190,9,171,3
197,83,192,3
219,57,252,3
184,69,229,3
242,68,247,3
196,49,192,3
216,80,227,3
243,31,252,3
251,36,182,3
250,65,224,3
203,61,190,3
213,82,242,3
212,31,239,3
230,44,244,3
254,43,229,3
240,11,252,3
206,77,248,3
174,71,244,3
244,68,210,3
177,43,224,3
220,50,192,3
181,48,177,3
198,41,171,3
184,11,236,3
174,8,242,3
222,34,221,3
255,57,236,3
221,27,220,3
184,3,239,3
222,5,215,3
201,25,212,3
213,8,243,3
212,25,217,3
233,79,190,3
229,82,199,3
220,46,188,3
250,77,208,3
178,37,193,3
241,73,202,3
188,67,228,3
173,28,237,3
208,73,227,3
235,35,191,3
230,2,254,3
222,37,221,3
181,75,195,3
241,83,230,3
176,31,213,3
251,1,252,3
213,77,219,3
235,31,213,3
235,45,255,3
253,33,205,3
201,49,217,3
229,73,249,3
175,36,191,3
252,83,215,3
179,62,216,3
210,54,202,3
236,46,194,3
182,85,205,3
251,9,205,3
175,62,243,3
234,9,250,3
215,76,226,3
202,38,179,3
183,55,185,3
195,44,213,3
215,29,236,3
179,64,190,3
197,57,250,3
179,82,210,3
227,46,180,3
